PROSPECTID,Total_TL,Tot_Closed_TL,Tot_Active_TL,Total_TL_opened_L6M,Tot_TL_closed_L6M,pct_tl_open_L6M,pct_tl_closed_L6M,pct_active_tl,pct_closed_tl,Total_TL_opened_L12M,Tot_TL_closed_L12M,pct_tl_open_L12M,pct_tl_closed_L12M,Tot_Missed_Pmnt,Auto_TL,CC_TL,Consumer_TL,Gold_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,Age_Oldest_TL,Age_Newest_TL
12233,4,3,1,0,0,0,0,0.25,0.75,1,1,0.25,0.25,1,0,0,0,3,1,0,4,0,0,41,10
12234,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,12,12
12235,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13,13
12236,3,0,3,1,0,0.333,0,1,0,2,0,0.667,0,2,0,0,0,2,0,1,2,1,0,14,4
12237,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,21,21
12238,16,13,3,2,1,0.125,0.062,0.188,0.812,3,2,0.188,0.125,2,0,0,0,15,0,0,16,0,1,84,2
12239,2,1,1,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,1,0,0,1,1,1,54,38
12240,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,20,20
12241,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,16,16
12242,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,37,37
12243,24,16,8,0,1,0,0.042,0.333,0.667,6,6,0.25,0.25,3,5,0,2,11,1,0,22,2,5,131,9
12244,6,4,2,0,2,0,0.333,0.333,0.667,0,3,0,0.5,0,0,1,2,0,1,1,2,4,1,52,15
12245,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,22,21
12246,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,60,60
12247,13,10,3,1,0,0.077,0,0.231,0.769,3,2,0.231,0.154,1,1,0,0,7,0,0,12,1,5,154,2
12248,3,2,1,1,1,0.333,0.333,0.333,0.667,1,1,0.333,0.333,0,0,0,0,2,0,0,2,1,1,34,6
12249,3,2,1,0,1,0,0.333,0.333,0.667,1,1,0.333,0.333,0,1,0,2,0,0,0,1,2,0,104,6
12250,11,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,11,0,0,52,19
12251,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,3,3
12252,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,5,5
12253,2,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0,2,0,0,0,0,0,2,0,0,30,4
12254,45,43,2,1,3,0.022,0.067,0.044,0.956,2,6,0.044,0.133,0,0,0,0,32,0,0,39,6,13,62,5
12255,2,1,1,1,0,0.5,0,0.5,0.5,1,1,0.5,0.5,1,0,0,2,0,0,0,0,2,0,16,0
12256,2,0,2,0,0,0,0,1,0,1,0,0.5,0,0,1,0,1,0,0,0,1,1,0,20,7
12257,2,1,1,0,0,0,0,0.5,0.5,0,0,0,0,0,2,0,0,0,0,0,2,0,0,36,17
12258,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,21,21
12259,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,73,73
12260,27,22,5,0,0,0,0,0.185,0.815,2,2,0.074,0.074,0,0,0,2,16,0,0,23,4,9,118,8
12261,2,0,2,0,0,0,0,1,0,2,0,1,0,2,0,0,0,2,0,0,2,0,0,7,7
12262,2,0,2,0,0,0,0,1,0,1,0,0.5,0,0,0,1,0,0,0,0,0,2,1,43,10
12263,4,3,1,0,0,0,0,0.25,0.75,0,0,0,0,0,1,0,0,3,0,0,4,0,0,115,19
12264,4,0,4,0,0,0,0,1,0,4,0,1,0,2,3,0,0,1,0,0,4,0,0,10,8
12265,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,13,13
12266,8,6,2,0,0,0,0,0.25,0.75,2,0,0.25,0,1,0,0,1,6,0,0,6,2,1,48,7
12267,5,2,3,3,1,0.6,0.2,0.6,0.4,3,1,0.6,0.2,0,1,0,3,0,0,0,1,4,1,33,3
12268,6,2,4,1,0,0.167,0,0.667,0.333,3,0,0.5,0,2,1,1,0,4,0,0,5,1,0,29,2
12269,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,7,7
12270,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,58,27
12271,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,3,3
12272,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,12,12
12273,4,1,3,0,0,0,0,0.75,0.25,1,0,0.25,0,0,0,0,4,0,0,0,0,4,0,38,10
12274,2,0,2,0,0,0,0,1,0,1,0,0.5,0,1,0,0,1,1,0,0,1,1,0,13,10
12275,7,5,2,0,0,0,0,0.286,0.714,0,1,0,0.143,0,2,2,2,0,0,0,3,4,1,132,15
12276,2,1,1,0,0,0,0,0.5,0.5,1,1,0.5,0.5,0,1,0,1,0,0,0,1,1,0,34,7
12277,55,26,29,0,0,0,0,0.527,0.473,1,0,0.018,0,28,0,0,1,54,0,0,54,1,0,34,9
12278,8,4,4,4,0,0.5,0,0.5,0.5,4,0,0.5,0,2,1,0,5,2,0,0,3,5,0,50,1
12279,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,43,43
12280,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,9,9
12281,16,11,5,1,0,0.062,0,0.312,0.688,3,5,0.188,0.312,2,0,0,0,0,0,6,3,13,10,72,6
12282,2,1,1,0,1,0,0.5,0.5,0.5,2,1,1,0.5,0,0,0,2,0,0,0,0,2,0,10,8
12283,2,0,2,1,0,0.5,0,1,0,2,0,1,0,0,0,0,2,0,0,0,0,2,0,7,4
12284,4,4,0,1,3,0.25,0.75,0,1,2,4,0.5,1,0,0,0,2,0,0,2,0,4,0,20,5
12285,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14,14
12286,7,4,3,0,0,0,0,0.429,0.571,0,0,0,0,0,0,0,1,4,0,0,5,2,2,132,19
12287,4,0,4,2,0,0.5,0,1,0,2,0,0.5,0,0,1,0,0,2,0,0,3,1,1,16,1
12288,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16,16
12289,10,7,3,2,0,0.2,0,0.3,0.7,2,1,0.2,0.1,0,2,0,0,2,0,1,9,1,5,77,1
12290,11,7,4,3,1,0.273,0.091,0.364,0.636,4,1,0.364,0.091,3,0,0,1,9,0,0,10,1,1,52,3
12291,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,27,27
12292,6,6,0,1,2,0.167,0.333,0,1,2,3,0.333,0.5,0,0,0,0,6,0,0,6,0,0,39,5
12293,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,37,37
12294,5,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,5,0,0,79,20
12295,3,2,1,2,2,0.667,0.667,0.333,0.667,2,2,0.667,0.667,0,0,0,0,0,0,0,3,0,3,16,4
12296,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,15
12297,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,9,9
12298,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,18,18
12299,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,2,2
12300,5,2,3,1,0,0.2,0,0.6,0.4,2,0,0.4,0,0,3,0,0,0,0,1,3,2,1,112,6
12301,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,4,4
12302,5,2,3,1,0,0.2,0,0.6,0.4,3,1,0.6,0.2,3,0,0,0,5,0,0,5,0,0,17,4
12303,9,2,7,2,1,0.222,0.111,0.778,0.222,3,2,0.333,0.222,3,1,0,0,1,0,0,5,4,7,42,3
12304,6,2,4,3,1,0.5,0.167,0.667,0.333,5,1,0.833,0.167,2,0,0,0,0,0,4,1,5,2,94,4
12305,11,5,6,1,0,0.091,0,0.545,0.455,3,0,0.273,0,1,1,0,2,5,0,2,6,5,1,31,4
12306,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,19,19
12307,3,2,1,0,0,0,0,0.333,0.667,0,0,0,0,0,0,0,0,0,0,1,2,1,2,75,36
12308,18,13,5,0,1,0,0.056,0.278,0.722,1,2,0.056,0.111,1,3,0,1,7,1,0,16,2,6,102,10
12309,7,3,4,1,0,0.143,0,0.571,0.429,2,0,0.286,0,0,1,0,2,1,0,1,4,3,2,158,4
12310,25,20,5,0,0,0,0,0.2,0.8,0,0,0,0,3,2,0,0,8,2,0,19,6,13,150,47
12311,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,2,0,30,14
12312,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,4,4
12313,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,5,5
12314,2,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,1,0,0,1,0,0,0,0,2,1,12,3
12315,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,77,77
12316,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,24,24
12317,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,23,23
12318,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,7,7
12319,7,4,3,0,0,0,0,0.429,0.571,0,0,0,0,0,1,0,0,0,0,0,7,0,6,104,47
12320,5,3,2,0,0,0,0,0.4,0.6,0,1,0,0.2,0,3,0,0,0,0,0,3,2,2,82,23
12321,3,3,0,0,0,0,0,0,1,3,3,1,1,0,0,0,0,0,0,3,0,3,0,11,11
12322,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,143,44
12323,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,16,16
12324,3,1,2,0,0,0,0,0.667,0.333,0,0,0,0,0,1,0,0,0,0,2,1,2,0,56,37
12325,12,8,4,5,6,0.417,0.5,0.333,0.667,5,6,0.417,0.5,2,0,0,1,7,0,0,11,1,4,29,0
12326,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,148,148
12327,3,1,2,1,0,0.333,0,0.667,0.333,1,0,0.333,0,0,3,0,0,0,0,0,3,0,0,78,4
12328,13,7,6,1,0,0.077,0,0.462,0.538,5,1,0.385,0.077,3,1,0,1,6,0,0,12,1,5,91,4
12329,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,8,8
12330,6,4,2,0,0,0,0,0.333,0.667,0,0,0,0,0,0,0,0,0,0,1,2,4,5,81,26
12331,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,10,10
12332,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,26,26
12333,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,4,4
12334,3,2,1,0,0,0,0,0.333,0.667,0,0,0,0,0,0,0,2,0,0,0,1,2,1,56,22
12335,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,33,24
12336,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,24,24
12337,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,20,20
12338,16,9,7,1,2,0.062,0.125,0.438,0.562,5,2,0.312,0.125,1,1,0,0,14,1,0,16,0,0,41,4
12339,3,0,3,1,0,0.333,0,1,0,2,0,0.667,0,1,3,0,0,0,0,0,3,0,0,27,1
12340,19,13,6,3,2,0.158,0.105,0.316,0.684,7,4,0.368,0.211,0,1,1,15,0,0,2,1,18,0,85,3
12341,2,0,2,0,0,0,0,1,0,2,0,1,0,1,1,0,0,0,0,0,1,1,1,8,8
12342,15,12,3,2,2,0.133,0.133,0.2,0.8,7,6,0.467,0.4,1,1,0,2,12,0,0,13,2,0,62,2
12343,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,31,31
12344,7,0,7,3,0,0.429,0,1,0,6,0,0.857,0,1,1,2,2,0,0,1,1,6,1,35,3
12345,4,1,3,3,1,0.75,0.25,0.75,0.25,3,1,0.75,0.25,1,1,0,0,0,0,1,3,1,2,45,3
12346,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,18
12347,3,1,2,0,0,0,0,0.667,0.333,2,1,0.667,0.333,1,1,0,1,0,0,0,1,2,1,29,9
12348,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,6,0,0,21,19
12349,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,10,10
12350,6,3,3,0,1,0,0.167,0.5,0.5,4,2,0.667,0.333,0,0,0,4,0,0,0,1,5,2,184,7
12351,3,1,2,2,1,0.667,0.333,0.667,0.333,3,1,1,0.333,0,0,0,3,0,0,0,0,3,0,11,3
12352,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,107,107
12353,12,8,4,3,0,0.25,0,0.333,0.667,4,0,0.333,0,1,1,0,8,0,0,2,1,11,1,185,3
12354,3,1,2,0,1,0,0.333,0.667,0.333,0,1,0,0.333,1,2,0,0,0,0,1,2,1,0,71,19
12355,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,12,12
12356,3,1,2,0,0,0,0,0.667,0.333,0,0,0,0,0,2,0,0,0,0,1,2,1,0,72,19
12357,3,2,1,1,2,0.333,0.667,0.333,0.667,1,2,0.333,0.667,1,0,0,2,0,0,0,0,3,1,16,1
12358,10,4,6,2,0,0.2,0,0.6,0.4,4,1,0.4,0.1,5,1,0,1,8,0,0,9,1,0,52,2
12359,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,31,19
12360,9,4,5,2,2,0.222,0.222,0.556,0.444,6,2,0.667,0.222,1,0,1,3,2,0,0,2,7,3,44,4
12361,4,0,4,2,0,0.5,0,1,0,3,0,0.75,0,0,0,0,3,0,0,0,0,4,1,22,3
12362,2,0,2,1,0,0.5,0,1,0,1,0,0.5,0,1,0,0,1,0,0,0,1,1,1,18,3
12363,6,1,5,0,1,0,0.167,0.833,0.167,2,1,0.333,0.167,0,0,0,0,0,0,6,0,6,0,41,6
12364,6,3,3,2,0,0.333,0,0.5,0.5,2,0,0.333,0,0,0,3,3,0,0,0,0,6,0,126,2
12365,17,8,9,2,0,0.118,0,0.529,0.471,2,3,0.118,0.176,1,2,1,0,1,4,0,12,5,9,324,2
12366,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,176,176
12367,2,1,1,1,0,0.5,0,0.5,0.5,1,1,0.5,0.5,0,0,0,2,0,0,0,0,2,0,15,5
12368,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,16,16
12369,2,1,1,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,1,1,1,1,135,129
12370,7,1,6,4,1,0.571,0.143,0.857,0.143,6,1,0.857,0.143,2,0,1,3,0,0,1,0,7,2,16,3
12371,2,1,1,0,0,0,0,0.5,0.5,1,1,0.5,0.5,0,0,0,2,0,0,0,0,2,0,16,7
12372,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,3,3
12373,15,10,5,3,3,0.2,0.2,0.333,0.667,4,7,0.267,0.467,1,3,0,10,0,0,0,4,11,2,51,2
12374,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,23,23
12375,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,5,5
12376,11,10,1,1,0,0.091,0,0.091,0.909,1,0,0.091,0,1,0,0,0,10,0,0,11,0,1,73,3
12377,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,18,18
12378,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13,13
12379,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,36,36
12380,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,4,0,1,60,46
12381,12,12,0,0,3,0,0.25,0,1,0,3,0,0.25,0,0,0,1,11,0,0,11,1,0,54,12
12382,5,2,3,0,1,0,0.2,0.6,0.4,3,1,0.6,0.2,1,3,0,2,0,0,0,3,2,0,62,9
12383,8,4,4,1,0,0.125,0,0.5,0.5,1,1,0.125,0.125,1,2,0,1,0,3,0,6,2,2,115,3
12384,5,4,1,0,0,0,0,0.2,0.8,0,0,0,0,1,0,0,0,5,0,0,5,0,0,88,31
12385,2,0,2,1,0,0.5,0,1,0,2,0,1,0,0,0,0,2,0,0,0,0,2,0,8,6
12386,7,2,5,0,2,0,0.286,0.714,0.286,3,2,0.429,0.286,0,2,0,2,0,0,1,2,5,2,47,10
12387,16,5,11,3,1,0.188,0.062,0.688,0.312,5,1,0.312,0.062,1,0,4,9,0,0,3,0,16,0,45,3
12388,5,1,4,0,1,0,0.2,0.8,0.2,2,1,0.4,0.2,0,0,0,4,0,0,0,0,5,1,16,8
12389,2,0,2,1,0,0.5,0,1,0,2,0,1,0,2,0,0,0,1,0,0,1,1,1,8,3
12390,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,68,68
12391,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,56,56
12392,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,10,10
12393,4,2,2,2,2,0.5,0.5,0.5,0.5,3,2,0.75,0.5,1,0,0,1,0,0,0,0,4,3,19,2
12394,2,0,2,1,0,0.5,0,1,0,2,0,1,0,2,0,0,0,1,0,1,1,1,0,11,3
12395,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,73,73
12396,6,5,1,1,0,0.167,0,0.167,0.833,1,1,0.167,0.167,1,0,0,0,4,0,0,6,0,2,83,4
12397,3,1,2,0,0,0,0,0.667,0.333,2,1,0.667,0.333,0,1,1,1,0,0,0,1,2,0,32,6
12398,5,1,4,2,0,0.4,0,0.8,0.2,2,0,0.4,0,0,0,3,1,0,0,0,0,5,1,87,5
12399,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,42,42
12400,3,2,1,0,2,0,0.667,0.333,0.667,2,2,0.667,0.667,0,0,0,3,0,0,0,0,3,0,16,10
12401,4,1,3,0,0,0,0,0.75,0.25,2,1,0.5,0.25,0,0,0,2,0,0,0,1,3,2,19,11
12402,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,6,6
12403,7,2,5,0,0,0,0,0.714,0.286,4,0,0.571,0,2,0,1,4,0,0,0,0,7,2,138,7
12404,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,8,8
12405,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14,14
12406,2,0,2,1,0,0.5,0,1,0,2,0,1,0,0,0,1,1,0,0,0,0,2,0,7,3
12407,7,4,3,1,1,0.143,0.143,0.429,0.571,2,1,0.286,0.143,2,2,0,1,0,0,2,4,3,2,66,2
12408,32,20,12,5,0,0.156,0,0.375,0.625,8,5,0.25,0.156,2,2,1,10,15,0,1,20,12,3,57,1
12409,2,1,1,0,0,0,0,0.5,0.5,0,0,0,0,0,1,0,0,0,0,0,1,1,1,97,17
12410,9,8,1,1,1,0.111,0.111,0.111,0.889,1,1,0.111,0.111,0,1,0,0,0,1,4,2,7,3,102,5
12411,17,12,5,1,1,0.059,0.059,0.294,0.706,3,1,0.176,0.059,0,1,6,9,0,0,0,1,16,1,150,3
12412,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,16,16
12413,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,72,72
12414,9,5,4,1,0,0.111,0,0.444,0.556,2,0,0.222,0,2,0,0,1,5,0,1,7,2,2,68,2
12415,5,2,3,3,0,0.6,0,0.6,0.4,3,1,0.6,0.2,3,0,0,4,0,0,0,0,5,1,164,2
12416,15,11,4,2,0,0.133,0,0.267,0.733,3,1,0.2,0.067,2,1,0,1,12,0,0,14,1,1,77,4
12417,2,0,2,1,0,0.5,0,1,0,1,0,0.5,0,1,0,0,0,1,0,0,1,1,1,40,4
12418,2,1,1,0,0,0,0,0.5,0.5,0,0,0,0,0,1,0,0,0,0,0,2,0,1,97,23
12419,7,4,3,1,0,0.143,0,0.429,0.571,3,1,0.429,0.143,0,1,0,6,0,0,0,1,6,0,94,6
12420,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,2,2
12421,12,4,8,6,2,0.5,0.167,0.667,0.333,7,2,0.583,0.167,4,1,0,6,0,0,1,1,11,4,41,1
12422,5,1,4,3,0,0.6,0,0.8,0.2,3,0,0.6,0,2,2,0,1,0,0,1,2,3,1,28,3
12423,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,58,58
12424,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,62,62
12425,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,8,8
12426,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,15,15
12427,20,15,5,0,0,0,0,0.25,0.75,2,0,0.1,0,0,0,0,1,18,0,1,18,2,0,47,8
12428,2,1,1,1,0,0.5,0,0.5,0.5,1,0,0.5,0,0,0,0,1,1,0,0,1,1,0,47,4
12429,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,8,8
12430,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,2,2
12431,2,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,40,16
12432,2,0,2,1,0,0.5,0,1,0,1,0,0.5,0,1,1,0,1,0,0,0,1,1,0,12,3
12433,2,0,2,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,2,0,1,10,7
12434,6,4,2,4,3,0.667,0.5,0.333,0.667,5,4,0.833,0.667,1,2,0,2,2,0,0,4,2,0,17,2
12435,4,1,3,1,0,0.25,0,0.75,0.25,3,0,0.75,0,0,1,0,2,0,0,1,1,3,0,45,5
12436,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,6,6
12437,2,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,1,0,0,0,2,0,0,2,0,0,16,2
12438,12,8,4,0,1,0,0.083,0.333,0.667,0,3,0,0.25,0,3,0,6,0,0,1,3,9,2,60,16
12439,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,4,4
12440,10,7,3,0,0,0,0,0.3,0.7,4,7,0.4,0.7,0,1,0,0,5,0,4,6,4,0,37,8
12441,2,0,2,0,0,0,0,1,0,1,0,0.5,0,0,1,0,1,0,0,0,1,1,0,14,7
12442,10,0,10,5,0,0.5,0,1,0,9,0,0.9,0,3,0,2,4,0,0,1,0,10,3,21,2
12443,4,1,3,0,0,0,0,0.75,0.25,1,0,0.25,0,0,1,0,2,0,0,1,1,3,0,56,10
12444,2,2,0,0,0,0,0,0,1,0,1,0,0.5,0,1,0,0,1,0,0,2,0,0,29,21
12445,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,52,52
12446,7,4,3,2,1,0.286,0.143,0.429,0.571,2,1,0.286,0.143,2,6,0,1,0,0,0,6,1,0,182,3
12447,7,3,4,0,0,0,0,0.571,0.429,1,0,0.143,0,0,1,0,0,3,0,0,7,0,3,93,12
12448,3,2,1,0,0,0,0,0.333,0.667,0,0,0,0,0,0,0,2,0,0,0,1,2,1,92,29
12449,3,0,3,1,0,0.333,0,1,0,1,0,0.333,0,1,1,0,2,0,0,0,1,2,0,22,3
12450,12,7,5,1,0,0.083,0,0.417,0.583,2,0,0.167,0,1,2,0,0,0,0,0,12,0,10,91,6
12451,2,1,1,0,0,0,0,0.5,0.5,1,1,0.5,0.5,0,0,0,0,2,0,0,2,0,0,20,6
12452,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,33,33
12453,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,9,9
12454,42,37,5,3,2,0.071,0.048,0.119,0.881,4,3,0.095,0.071,1,3,0,7,30,0,1,33,9,1,145,4
12455,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,30,30
12456,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,3,3
12457,9,5,4,0,1,0,0.111,0.444,0.556,1,1,0.111,0.111,0,4,0,1,2,0,1,6,3,1,172,7
12458,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,6,6
12459,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,4,4
12460,4,2,2,1,2,0.25,0.5,0.5,0.5,2,2,0.5,0.5,1,2,0,2,0,0,0,2,2,0,25,5
12461,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,62,62
12462,22,9,13,9,4,0.409,0.182,0.591,0.409,17,7,0.773,0.318,5,0,0,10,6,0,0,11,11,6,30,2
12463,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,6,6
12464,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,7,7
12465,5,2,3,1,1,0.2,0.2,0.6,0.4,1,1,0.2,0.2,0,0,2,0,0,0,3,0,5,0,38,2
12466,2,1,1,0,0,0,0,0.5,0.5,1,0,0.5,0,0,0,0,0,1,0,0,2,0,1,90,10
12467,2,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,33,32
12468,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,7,7
12469,10,3,7,2,0,0.2,0,0.7,0.3,4,0,0.4,0,4,1,0,4,4,0,1,5,5,0,66,5
12470,5,4,1,0,0,0,0,0.2,0.8,0,0,0,0,0,1,0,3,0,0,1,1,4,0,107,44
